id,name,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_phone_verification,reviews_per_month
3768626,Clean and Simple Green Lake Studio,19310498,Crystal,2014-08-01,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.66752607642939,-122.32891105159128,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,145.0,875.0,2500.0,150.0,50.0,2,0.0,1,1125,4 weeks ago,1,28,58,88,363,44,2014-08-10,2015-11-29,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,0,flexible,f,2.57
2026794,"Cozy charming 1905 cottage, W room",10392662,Sheryl,2013-12-02,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Wallingford,2.0,2.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.65929724244516,-122.3330959836512,House,Private room,2,1.0,1.0,1.0,Real Bed,54.0,,,,15.0,1,10.0,1,1125,5 weeks ago,1,26,56,85,85,100,2014-01-18,2015-12-12,91.0,9.0,9.0,10.0,10.0,10.0,9.0,f,0,moderate,f,4.18
9154294,Stylish Wallingford 1-BD Apartment,34665595,Lisa,2015-05-31,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.6525762621653,-122.32873603122351,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,99.0,800.0,2900.0,100.0,61.71090387374462,1,0.0,2,1125,4 days ago,1,25,50,80,351,3,2015-11-15,2015-12-06,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,1,moderate,f,1.76
430610,"3br/3ba.  modern, roof deck, garage",165390,Seth,2010-07-13,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Wallingford,5.0,5.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.65410156586528,-122.33851094420066,House,Entire home/apt,8,3.0,3.0,3.0,Real Bed,254.0,,6300.0,300.0,125.0,7,15.0,1,1125,yesterday,1,24,54,84,359,70,2012-08-14,2015-10-24,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,0,strict,f,1.69
3231850,Green Lake Carriage House,2744697,Jon,2012-06-26,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98115,Seattle,"Seattle, WA",United States,47.67048822217898,-122.32260006958822,Loft,Entire home/apt,3,1.0,0.0,2.0,Real Bed,100.0,,,200.0,45.0,1,0.0,2,14,today,1,23,44,66,328,84,2014-06-26,2015-12-27,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,strict,f,4.52
2976798, Cozy City Bedroom and Den,2066223,Patricia,2012-04-03,"Seattle, Washington, United States",within a day,70.0,100.0,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",United States,47.65668734140474,-122.32656987944428,House,Private room,2,1.0,1.0,1.0,Real Bed,65.0,450.0,,500.0,10.0,2,10.0,2,1125,a week ago,1,23,53,80,333,36,2015-01-18,2015-12-15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,flexible,f,3.07
703058,True Wallingford Craftsman,1611114,Craig,2012-01-15,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.652434156093086,-122.3378533128977,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,150.0,,,500.0,60.0,2,15.0,2,27,yesterday,1,10,27,27,193,86,2012-09-25,2015-12-30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,moderate,t,2.16
7826541,Perfect Location 1BR in Wallingford,41209589,Dan,2015-08-11,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Wallingford,2.0,2.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.64826946132916,-122.33703239045413,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,140.0,,,,30.0,2,25.0,1,1125,7 weeks ago,1,0,0,0,119,1,2015-08-30,2015-08-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,moderate,f,0.23
240920,Quiet Greenlake house w/ balcony,946910,Nathan,2011-08-09,"Seattle, Washington, United States",within an hour,80.0,100.0,0,Wallingford,2.0,2.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.66817599754457,-122.33737078892932,House,Private room,3,1.0,1.0,2.0,Real Bed,45.0,275.0,950.0,250.0,20.0,1,10.0,3,31,2 weeks ago,1,0,3,33,308,15,2012-08-01,2015-08-01,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,0,strict,f,0.36
6655233,"Airy Green Lake Craftsman,Teal Room",20567228,Shana,2014-08-26,"Seattle, Washington, United States",within a day,100.0,99.96715927750411,0,,2.0,2.0,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",United States,47.670267202096966,-122.32537254083478,House,Private room,3,1.0,1.0,2.0,Real Bed,74.0,420.0,1000.0,100.0,15.0,1,10.0,1,1125,2 weeks ago,1,0,0,0,121,18,2015-06-09,2015-09-22,89.0,9.0,9.0,10.0,9.0,9.0,9.0,f,0,moderate,f,2.57
9866461,Sweet+Cozy+Safe Studio in Seattle,22969709,Eric,2014-10-25,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",United States,47.661905511973,-122.323971662859,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,60.0,,,,61.71090387374462,2,20.0,1,4,today,1,29,56,56,57,1,2016-01-01,2016-01-01,80.0,10.0,8.0,10.0,10.0,10.0,10.0,f,1,flexible,f,1.0
7957729,Wallingford Townhouse,11904909,Ashley,2014-02-03,"Seattle, Washington, United States",,94.88679817905918,99.96715927750411,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",United States,47.66222165880239,-122.32358714068236,House,Entire home/apt,5,2.5,2.0,3.0,Real Bed,350.0,,,,61.71090387374462,1,0.0,3,1125,4 months ago,1,0,0,0,102,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,flexible,f,2.078918834221248
1428687,"Green Lake Oasis, Perfect Location",7290828,Steve,2013-07-04,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.66632646722553,-122.33374126317668,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,135.0,1000.0,4100.0,350.0,50.0,2,5.0,2,1125,yesterday,1,27,50,80,355,32,2013-08-29,2015-12-31,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,strict,f,1.12
4803403,Cozy 1BD in Fremont/Wallingford!,24745881,Valerie,2014-12-11,"Seattle, Washington, United States",within a day,100.0,100.0,1,Fremont,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.66198073763037,-122.34609578500071,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,525.0,1395.0,200.0,80.0,2,30.0,2,1125,3 months ago,1,3,33,63,338,10,2015-02-01,2015-09-22,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,0,flexible,f,0.89
11012,"the orange house, quiet 'n central ",14942,Joyce,2009-04-26,"Seattle, Washington, United States",within a few hours,90.0,100.0,0,Wallingford,3.0,3.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.654476789922704,-122.33646426288396,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,310.0,2100.0,,350.0,195.0,4,15.0,3,90,3 months ago,1,30,60,90,365,47,2010-01-31,2015-11-29,95.0,10.0,9.0,9.0,9.0,10.0,9.0,f,0,strict,f,0.65
3888924,Lake Union Hacker House - 1FL 2p U,1243056,Andrew,2011-10-03,"Seattle, Washington, United States",within an hour,90.0,100.0,0,Capitol Hill,37.0,37.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.65127573416264,-122.33279650289032,House,Shared room,1,1.0,1.0,1.0,Real Bed,40.0,250.0,750.0,350.0,35.0,1,0.0,4,1125,3 months ago,1,29,59,89,364,3,2015-04-30,2015-12-05,87.0,8.0,7.0,9.0,10.0,9.0,8.0,f,0,strict,f,0.36
8842808,Wallingford Tudor Home,46308811,Barbara,2015-10-11,"Seattle, Washington, United States",within a day,100.0,100.0,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.6642271115897,-122.33904925011102,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,215.0,,,200.0,30.0,5,25.0,2,1125,2 days ago,1,30,60,90,365,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,strict,f,2.078918834221248
1114695,"99walkscore, 3br, deck, zoo,central",165390,Seth,2010-07-13,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Wallingford,5.0,5.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.66121706051919,-122.33942421330588,House,Entire home/apt,8,2.5,3.0,3.0,Airbed,245.0,,,200.0,145.0,6,15.0,1,1125,5 days ago,1,20,50,80,355,38,2013-06-17,2015-11-13,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,0,strict,f,1.22
1715582,An  Old Charm in Central Seattle,9046761,Younghee,2013-09-25,"Seattle, Washington, United States",within an hour,100.0,99.96715927750411,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.66247669890075,-122.3326592048572,House,Private room,2,1.5,1.0,1.0,Real Bed,65.0,,,,61.71090387374462,1,10.0,2,1125,4 weeks ago,1,0,0,0,94,25,2013-10-13,2014-11-27,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,0,moderate,f,0.92
6704734,Brand New Modern 1Br inWallingford,35097157,You You,2015-06-05,US,within a few hours,100.0,100.0,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",United States,47.66369277578446,-122.32836574381416,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,85.0,,,100.0,40.0,2,10.0,2,1125,2 weeks ago,1,0,0,2,277,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,moderate,f,2.078918834221248
8555098,Craftsman Bungalow Room,45032290,Michael,2015-09-24,"Seattle, Washington, United States",within a few hours,100.0,99.96715927750411,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",United States,47.66767781200834,-122.3284137681407,House,Private room,2,1.0,1.0,1.0,Real Bed,95.0,,,,61.71090387374462,1,0.0,1,1125,3 months ago,1,30,60,90,365,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,flexible,f,2.078918834221248
1214316,Great Room Near UW and Downtown,6137030,Jasmine,2013-04-28,"Seattle, Washington, United States",within a few hours,93.0,100.0,0,Fremont,2.0,2.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.66358478630542,-122.34072797645749,House,Private room,2,1.0,1.0,1.0,Real Bed,57.0,339.0,1197.0,,25.0,2,25.0,1,60,2 weeks ago,1,0,5,35,310,83,2013-06-03,2015-12-22,92.0,9.0,9.0,10.0,10.0,10.0,9.0,f,0,moderate,f,2.63
7325455,"Private, Standalone Apartment!",24017361,Ryan,2014-11-21,US,within an hour,100.0,100.0,0,,1.0,1.0,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",United States,47.65736664396986,-122.3267419776907,Bungalow,Entire home/apt,2,1.0,0.0,1.0,Real Bed,75.0,,,500.0,20.0,1,0.0,1,1125,2 weeks ago,1,25,55,85,360,1,2015-12-22,2015-12-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,flexible,f,1.0
6325685,Relax with a CANNACATION!,17935405,Anna,2014-07-10,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Wallingford,2.0,2.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.66440367941576,-122.33812735653586,House,Entire home/apt,3,1.0,0.0,1.0,Real Bed,120.0,825.0,,250.0,22.0,2,10.0,1,29,today,1,24,54,84,259,44,2015-05-25,2015-12-20,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,1,strict,f,5.87
9596,"the down home ,central and fab!",14942,Joyce,2009-04-26,"Seattle, Washington, United States",within a few hours,90.0,100.0,0,Wallingford,3.0,3.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.654787431000194,-122.33651988462252,Apartment,Entire home/apt,6,1.0,1.0,6.0,Real Bed,120.0,725.0,,200.0,85.0,2,15.0,3,21,2 weeks ago,1,28,58,88,363,32,2011-06-15,2015-09-26,88.0,9.0,9.0,9.0,9.0,10.0,9.0,f,0,strict,f,0.58
9568491,1bd Fremont lake Union view,22100785,Erika,2014-10-03,"Seattle, Washington, United States",within a day,100.0,100.0,0,,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.65014724729702,-122.3417705080057,Apartment,Shared room,2,1.0,1.0,1.0,Couch,40.0,250.0,,,5.0,1,5.0,1,1125,3 days ago,1,21,51,81,356,4,2015-12-01,2015-12-25,100.0,9.0,10.0,10.0,10.0,10.0,10.0,f,0,flexible,f,3.43
1747184,Panoramic Water Views - 6bd/3ba,3904755,"Heather, Mike & Eleni",2012-10-17,"Seattle, Washington, United States",within an hour,100.0,99.96715927750411,1,Wallingford,2.0,2.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.649236044709085,-122.3321802410851,House,Entire home/apt,12,3.0,6.0,6.0,Real Bed,490.0,2950.0,7500.0,500.0,225.0,6,10.0,2,45,3 months ago,1,0,0,0,121,24,2014-06-28,2015-09-14,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,strict,f,1.29
8653843,Cozy Room for Rent in Green Lake!,43818412,Gayne,2015-09-09,US,within a day,100.0,100.0,0,,1.0,1.0,Other neighborhoods,Seattle,WA,98115,Seattle,"Seattle, WA",United States,47.67169512983537,-122.32487928245118,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,,,100.0,15.0,2,10.0,2,1125,5 weeks ago,1,30,60,90,365,2,2015-10-14,2015-10-21,100.0,10.0,10.0,10.0,10.0,10.0,8.0,f,0,flexible,f,0.72
6727729,The Wallingford Manor,5887608,Ryan & Taylor,2013-04-12,"Seattle, Washington, United States",within an hour,100.0,99.96715927750411,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.64784967397029,-122.33607883941548,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,200.0,,,,45.0,2,25.0,2,1125,today,1,0,5,5,190,5,2015-07-03,2015-09-09,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,0,moderate,f,0.81
3888986,Lake Union Hacker House - 2FL 2p L,1243056,Andrew,2011-10-03,"Seattle, Washington, United States",within an hour,90.0,100.0,0,Capitol Hill,37.0,37.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.65105572913226,-122.33098569942962,House,Shared room,1,1.0,1.0,1.0,Real Bed,40.0,250.0,750.0,350.0,35.0,1,0.0,4,1125,5 weeks ago,1,30,60,90,365,1,2015-08-08,2015-08-08,100.0,10.0,8.0,10.0,8.0,10.0,10.0,f,0,strict,f,0.2
4135710,Floating Home~Kayaks~SUPs~Bikes,3979528,Amelia & Foxy,2012-10-26,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,Ballard,5.0,5.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.648115292177415,-122.33166537419878,House,Entire home/apt,2,1.0,1.0,2.0,Real Bed,255.0,1250.0,2750.0,500.0,95.0,2,50.0,4,270,3 weeks ago,1,21,51,81,140,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,strict,f,2.078918834221248
3652434,Top Floor Suite with City Views,12806968,Angelica,2014-03-04,"Seattle, Washington, United States",within an hour,100.0,100.0,1,,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.65437002180367,-122.32789618932952,House,Private room,2,1.0,1.0,1.0,Real Bed,95.0,678.0,2394.0,100.0,30.0,1,0.0,1,10,today,1,28,54,84,359,88,2014-10-13,2015-12-31,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,1,moderate,f,5.88
7667990,Gorgeous apt with skyline view,38039499,Roie,2015-07-09,"Seattle, Washington, United States",,94.88679817905918,99.96715927750411,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.65754175863111,-122.34153252138238,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,160.0,,,100.0,20.0,1,0.0,1,1125,3 months ago,1,0,0,0,116,1,2015-09-07,2015-09-07,80.0,10.0,8.0,6.0,10.0,10.0,10.0,f,0,moderate,f,0.25
4047058,GREEN SUITE - super clean - new bed,10061445,Roland,2013-11-16,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Wallingford,3.0,3.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.66858110521485,-122.33688020592248,House,Private room,2,2.0,1.0,1.0,Real Bed,55.0,432.0,,,25.0,1,25.0,1,365,3 days ago,1,26,41,64,339,49,2014-09-14,2015-12-31,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,1,strict,f,3.08
7163934,In-City Suite Retreat,35804562,Linda & Bob,2015-06-14,"Seattle, Washington, United States",within an hour,100.0,100.0,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.66029589021287,-122.34026075100036,House,Private room,2,1.0,1.0,1.0,Real Bed,85.0,600.0,,,20.0,1,0.0,2,21,3 days ago,1,24,54,83,83,5,2015-09-21,2015-12-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,moderate,f,1.42
7717478,Charming Greenlake Craftsman,18229030,Josh,2014-07-17,"Seattle, Washington, United States",,94.88679817905918,99.96715927750411,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",United States,47.669934292457256,-122.32668994810786,House,Entire home/apt,8,1.0,4.0,3.0,Real Bed,325.0,2000.0,5000.0,800.0,75.0,4,25.0,2,1125,5 months ago,1,10,14,14,198,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,flexible,f,2.078918834221248
4653552,Greenlake Apt. with Chef's Kitchen,24087447,Lela,2014-11-23,"Seattle, Washington, United States",within a day,80.0,100.0,0,Green Lake,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.67146343960836,-122.33413317558308,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,144.0,1250.0,4410.0,200.0,80.0,1,0.0,1,30,today,1,13,13,13,76,32,2015-01-19,2015-12-22,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,flexible,f,2.74
6915439,"Private Room, Wallingford, Seattle",282560,Rama,2010-11-09,"Seattle, Washington, United States",,94.88679817905918,99.96715927750411,0,Wallingford,1.0,1.0,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",United States,47.65837647388668,-122.32676554716288,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,600.0,2500.0,100.0,30.0,1,25.0,3,1125,6 weeks ago,1,0,0,0,19,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,moderate,f,2.078918834221248
506542,"Garden apt, fresh honey",1414691,Jordan,2011-11-16,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,Wallingford,3.0,3.0,Other neighborhoods,Seattle,WA,98105,Seattle,"Seattle, WA",United States,47.658538900609166,-122.32581803195674,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,115.0,700.0,2300.0,,50.0,2,10.0,3,1125,2 weeks ago,1,30,44,74,349,86,2012-06-13,2015-10-19,95.0,10.0,10.0,10.0,10.0,10.0,9.0,f,0,strict,f,1.98
4046863,BLUE SUITE - super clean - new bed,10061445,Roland,2013-11-16,"Seattle, Washington, United States",within an hour,100.0,100.0,1,Wallingford,3.0,3.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.66536801249707,-122.33999428735017,House,Private room,2,2.0,1.0,1.0,Real Bed,55.0,432.0,,,25.0,1,25.0,1,365,a week ago,1,16,46,76,350,73,2014-09-12,2015-12-24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,1,strict,f,4.56
3915826,Clean & modern 1BR in Wallingford,1252862,Jay,2011-10-05,"Seattle, Washington, United States",within a few hours,100.0,100.0,1,Fremont,1.0,1.0,Other neighborhoods,Seattle,WA,98103,Seattle,"Seattle, WA",United States,47.6593870611002,-122.34188150985614,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,95.0,895.0,,,61.71090387374462,1,0.0,2,1125,5 weeks ago,1,0,0,0,124,11,2014-09-21,2015-10-19,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,moderate,f,0.7
4787415,Wonderful Queen Anne Home,14282414,Sandra,2014-04-14,"Seattle, Washington, United States",,94.88679817905918,99.96715927750411,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.64181148252343,-122.37407118740737,House,Entire home/apt,4,2.0,3.0,3.0,Real Bed,175.0,1200.0,,400.0,100.0,4,30.0,3,24,9 months ago,1,29,59,89,364,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,strict,f,2.078918834221248
1602488,2 Private Rooms - Queen Anne Home,8539521,Sara And Carsten,2013-08-30,"Seattle, Washington, United States",within a few hours,100.0,100.0,0,Queen Anne,2.0,2.0,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",United States,47.646757454269526,-122.35279913111854,House,Private room,4,1.0,1.0,2.0,Real Bed,95.0,,,,61.71090387374462,2,0.0,1,31,2 weeks ago,1,30,60,90,365,118,2013-10-01,2015-11-15,93.0,10.0,9.0,9.0,9.0,10.0,10.0,f,0,moderate,f,4.29
8459215,Charming Urban Bungalow,44528586,Therese,2015-09-18,"Seattle, Washington, United States",within an hour,100.0,99.96715927750411,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.64169150649173,-122.35925504623052,House,Private room,2,1.0,1.0,1.0,Real Bed,100.0,,,100.0,25.0,1,0.0,2,1125,3 months ago,1,30,60,90,365,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,flexible,f,2.078918834221248
10274175,queen size bed quiet neighborhood,37483726,Chris,2015-07-04,"Seattle, Washington, United States",,94.88679817905918,99.96715927750411,0,,1.0,1.0,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",United States,47.64977536416141,-122.35798281170726,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,46.0,,,,61.71090387374462,1,0.0,1,1125,yesterday,1,12,40,70,345,0,,,94.53926206244087,9.63639240506329,9.556398104265403,9.786708860759493,9.809598989580044,9.608915586468543,9.452245414294751,f,0,flexible,f,2.078918834221248
9167786,Beautiful Bedroom in Queen Anne,956883,Maija,2011-08-11,"Seattle, Washington, United States",within a few hours,96.0,100.0,0,Queen Anne,3.0,3.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.64235821035005,-122.37404682885943,House,Private room,2,1.0,1.0,1.0,Real Bed,50.0,,,,10.0,1,10.0,1,1125,6 weeks ago,1,28,58,88,363,1,2015-11-20,2015-11-20,80.0,8.0,10.0,10.0,10.0,10.0,8.0,f,0,flexible,f,0.65
5686435,Beautiful Queen Anne Home,5072241,Jennifer,2013-02-13,"Seattle, Washington, United States",within a day,100.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.642622141001816,-122.36435474422646,House,Entire home/apt,6,2.5,3.0,2.0,Real Bed,445.0,,,,125.0,1,0.0,3,1125,5 months ago,1,29,59,89,178,6,2015-06-14,2015-08-10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,strict,f,0.88
7939058,1 BR in modern Queen Anne townhouse,19839856,Nicholas,2014-08-11,"Seattle, Washington, United States",within a day,75.0,100.0,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.64689453994919,-122.36143994699944,House,Private room,2,1.0,1.0,1.0,Real Bed,75.0,500.0,,,61.71090387374462,1,0.0,1,1125,2 weeks ago,1,30,60,90,365,7,2015-08-22,2015-10-07,97.0,10.0,9.0,10.0,10.0,9.0,10.0,f,0,moderate,f,1.54
8392801,Newly Renovated Queen Anne 2 Bdrm,5570496,Jackie,2013-03-22,"Seattle, Washington, United States",within an hour,100.0,100.0,0,,1.0,1.0,Queen Anne,Seattle,WA,98119,Seattle,"Seattle, WA",United States,47.65186065987389,-122.36499372093164,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,100.0,800.0,2590.0,100.0,50.0,1,0.0,2,1125,yesterday,1,6,36,66,341,5,2015-10-04,2015-12-30,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,0,moderate,f,1.61
7404370,Queen Anne Cottage,28648670,Andy,2015-03-02,US,,94.88679817905918,99.96715927750411,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",United States,47.64763893577057,-122.35529433604732,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,130.0,,,500.0,61.71090387374462,1,10.0,2,1125,2 months ago,1,0,0,0,144,2,2015-07-27,2015-08-31,80.0,9.0,9.0,10.0,10.0,10.0,10.0,f,0,moderate,f,0.37
3720511,Modern townhouse w/hot tub,6117728,Malory,2013-04-27,"Seattle, Washington, United States",within a day,100.0,99.96715927750411,0,Queen Anne,1.0,1.0,Queen Anne,Seattle,WA,98109,Seattle,"Seattle, WA",United States,47.64758831759029,-122.35889539343296,House,Entire home/apt,5,3.0,3.0,3.0,Real Bed,235.0,2000.0,,150.0,125.0,3,50.0,2,1125,3 weeks ago,1,30,60,90,365,5,2014-08-13,2015-09-01,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,0,moderate,f,0.29
