id,host_id,booking_id,name,neighbourhood_group,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
8472954,6561632,2413,Private bedroom in adorable home,Northgate,Seattle,WA,98115,47.70006849,-122.3060172,House,Private room,4,1,1,2,Futon,f,flexible,f,f,3,2015-09-30,2015-12-03,100,10,10,10,10,10,10,0.93
8594406,12219592,2986,"Renovated house, chef's kitchen",Ballard,Seattle,WA,98117,47.68263276,-122.3800317,House,Private room,2,1,1,1,Futon,f,flexible,f,f,1,2015-10-04,2015-10-04,100,10,10,10,10,10,10,0.32
8782852,26707022,1894,Basement level unit- West Seattle,West Seattle,Seattle,WA,98126,47.56570398,-122.3751104,House,Private room,2,0.5,1,1,Futon,f,flexible,f,f,0,,,,,,,,,,
9063355,8575503,2273,Star Wars Room,Rainier Valley,Seattle,WA,98118,47.55241212,-122.2741805,House,Private room,1,1,1,1,Futon,f,flexible,f,f,0,,,,,,,,,,
9282348,48203627,694,A bedroom close to UW,University District,Seattle,WA,98105,47.66215516,-122.3035447,Apartment,Private room,2,0.5,1,1,Futon,t,flexible,f,f,0,,,,,,,,,,
9925458,12132989,3691,Fremont guest room with futon,Other neighborhoods,Seattle,WA,98103,47.65539656,-122.3432374,Apartment,Private room,1,1,1,1,Futon,f,flexible,f,f,0,,,,,,,,,,
4116645,21265939,489,Peaceful One Bedroom Apartment,Queen Anne,Seattle,WA,98109,47.64721551,-122.3566966,Apartment,Entire home/apt,3,1,1,2,Futon,f,flexible,f,f,20,2014-10-21,2015-11-03,92,9,9,10,10,9,9,1.36
6004058,9031463,46,LOWER QUEEN ANNE STUDIO W/PATIO,Queen Anne,Seattle,WA,98119,47.62834387,-122.3664054,Apartment,Entire home/apt,2,1,0,1,Futon,f,flexible,f,f,20,2015-04-18,2016-01-02,92,9,9,9,9,9,9,2.29
6512979,34051643,1876,Cozy 'n Convenient Man Cave,West Seattle,Seattle,WA,98118,47.55554065,-122.3827544,Apartment,Entire home/apt,2,1,1,1,Futon,f,flexible,f,f,10,2015-06-15,2015-09-04,94,10,10,10,10,10,10,1.47
6768768,769622,2701,Rustic Spacious Sunny Cap Hill Apt,Capitol Hill,Seattle,WA,98122,47.61481836,-122.3250582,Apartment,Entire home/apt,2,1,1,1,Futon,f,flexible,f,f,8,2015-06-22,2015-12-06,95,9,10,10,10,10,10,1.22
7291403,748695,1106,"Charming, Bright Condo, UW to City",Cascade,Seattle,WA,98102,47.65195627,-122.3213982,Condominium,Entire home/apt,3,1,1,1,Futon,t,flexible,f,f,2,2015-07-21,2015-07-27,90,10,8,10,10,9,9,0.36
8014547,42317546,2675,Cap Hill - Artsy Studio 95walkscore,Capitol Hill,Seattle,WA,98102,47.62013094,-122.3240287,Apartment,Entire home/apt,2,1,0,1,Futon,f,flexible,f,f,6,2015-09-04,2015-10-18,100,10,10,10,10,10,10,1.46
8129676,10100985,1647,First Hill Launch Pad,Downtown,Seattle,WA,98101,47.60832217,-122.3299957,Apartment,Entire home/apt,4,1,0,1,Futon,f,flexible,f,f,6,2015-09-12,2015-10-05,93,9,9,9,10,9,9,1.57
8717068,5474268,3092,Tiny House in Wedgwood,Lake City,Seattle,WA,98115,47.69854663,-122.2934499,Cabin,Entire home/apt,2,1,0,1,Futon,f,flexible,f,f,1,2015-11-23,2015-11-23,100,10,10,10,10,10,10,0.7
9545281,49432912,323,Eclectic 1bd apt in Wallingford,Other neighborhoods,Seattle,WA,98103,47.66243176,-122.3467924,Apartment,Entire home/apt,2,1,1,1,Futon,f,flexible,f,f,0,,,,,,,,,,
7219838,23270234,852,Residential Area Near Cap Hill,Central Area,Seattle,WA,98122,47.60614936,-122.3038575,Apartment,Shared room,3,1,1,1,Airbed,f,flexible,f,f,18,2015-08-13,2015-12-16,92,9,8,10,10,9,9,3.72
7922063,35246915,309,Wallingford living room w/ air bed,Other neighborhoods,Seattle,WA,98103,47.66836312,-122.3388869,Apartment,Shared room,2,1,1,1,Airbed,f,flexible,f,f,1,2015-08-22,2015-08-22,100,10,10,10,10,10,10,0.22
8064351,42591641,1690,Bounce House,Downtown,Seattle,WA,98104,47.60057322,-122.3308654,Apartment,Shared room,1,1,1,1,Airbed,f,flexible,f,f,14,2015-08-31,2015-12-21,94,9,9,10,10,9,9,3.31
1898511,9059113,2120,Cozy room in North Beacon Hill,Beacon Hill,Seattle,WA,98144,47.58875312,-122.3110762,House,Private room,1,1.5,1,1,Airbed,f,flexible,f,f,34,2013-11-23,2014-10-13,95,9,10,9,10,9,9,1.32
4163204,18046472,3460,RENT ENTIRE UPPER LEVEL OR  A ROOM!,Delridge,Seattle,WA,98126,47.54294922,-122.3754064,Apartment,Private room,2,1.5,1,1,Airbed,f,flexible,f,f,0,,,,,,,,,,
4507137,23372237,2410,Ravenna B&B,Northgate,Seattle,WA,98115,47.69833121,-122.3215742,Tent,Private room,1,0,1,1,Airbed,f,flexible,f,f,0,,,,,,,,,,
5205984,26390906,3036,"Northgate - Large, Private, Comfy",Lake City,Seattle,WA,98125,47.7125858,-122.3107041,House,Private room,2,1,1,1,Airbed,f,flexible,f,f,4,2015-06-25,2015-10-06,100,10,9,10,10,10,10,0.62
5969872,4901731,742,U-District/Ravenna Townhouse Room,University District,Seattle,WA,98105,47.67140573,-122.3167847,House,Private room,1,1,1,1,Airbed,f,flexible,f,f,11,2015-07-17,2015-12-23,91,8,10,9,9,10,9,1.92
6752031,35354152,1583,Amazing Space in Downtown Seattle,Downtown,Seattle,WA,98104,47.60844897,-122.3288112,Apartment,Private room,2,1,1,1,Airbed,f,flexible,f,f,18,2015-07-06,2015-12-12,91,9,10,10,10,10,9,2.95
8409695,44299926,3568,Room Available - Capital Hill,Capitol Hill,Seattle,WA,98112,47.62229769,-122.306793,Apartment,Private room,1,1,1,1,Airbed,f,flexible,f,f,0,,,,,,,,,,
9156273,19994652,3538,Private room next to Capitol Hill,Capitol Hill,Seattle,WA,98112,47.62805712,-122.2995441,House,Private room,2,1,1,1,Airbed,f,flexible,f,f,6,2015-11-07,2015-12-01,93,10,9,10,10,9,9,3.05
10077121,20868197,1118,Quiet/cute between Downtown and UW,Cascade,Seattle,WA,98102,47.64081227,-122.3260625,Apartment,Private room,3,1,1,1,Airbed,f,flexible,f,f,0,,,,,,,,,,
10249527,46619432,363,Private Room in Wallingford Apt.,Other neighborhoods,Seattle,WA,98105,47.66189383,-122.3237494,Apartment,Private room,3,1,1,1,Airbed,f,flexible,f,f,0,,,,,,,,,,
6716620,301107,2134,Sven's Urban Seattle Tent #Glamping,Beacon Hill,Seattle,WA,98144,47.57743066,-122.3056945,Tent,Entire home/apt,2,0.5,1,1,Airbed,f,flexible,f,f,14,2015-06-12,2015-08-23,96,10,9,10,10,9,9,2.03
7096107,301107,2094,Ole's Urban Seattle Tent #Glamping,Beacon Hill,Seattle,WA,98144,47.57896005,-122.3043212,Tent,Entire home/apt,2,0.5,1,1,Airbed,f,flexible,f,f,10,2015-07-04,2015-08-23,92,9,9,10,10,10,8,1.62
9048029,46719179,2417,Cozy one bedroom apartment Seattle,Northgate,Seattle,WA,98125,47.70746502,-122.3194769,Apartment,Entire home/apt,3,1,1,2,Airbed,f,flexible,f,f,0,,,,,,,,,,
10126050,41612343,804,Unfurnished Studio in GREAT locatio,University District,Seattle,WA,98105,47.65741412,-122.3158241,Apartment,Entire home/apt,1,1,0,1,Airbed,f,flexible,f,f,0,,,,,,,,,,
4226386,21933958,1701,"Brick walls, Historic District DT",Downtown,Seattle,WA,98104,47.60164257,-122.3335772,Condominium,Shared room,1,1,1,1,Pull-out Sofa,f,flexible,f,f,2,2015-12-14,2015-12-18,100,10,10,10,10,10,10,2
6005222,12197530,2439,Travelers' Comfy Futon,Northgate,Seattle,WA,98125,47.70767147,-122.3236202,Apartment,Shared room,3,1,1,2,Pull-out Sofa,f,flexible,f,f,0,,,,,,,,,,
7584142,39772105,3595,Capitol Hill MIL (women only),Capitol Hill,Seattle,WA,98112,47.62324212,-122.3030416,Apartment,Shared room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,0,,,,,,,,,,
7805491,19243902,3696,Chill Apt in the heart of Fremont,Other neighborhoods,Seattle,WA,98107,47.65360505,-122.3582031,Apartment,Shared room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,7,2015-08-13,2015-09-28,94,10,10,10,10,10,9,1.45
8848403,46243391,207,Centrally located place - Queen Ann,Queen Anne,Seattle,WA,98109,47.64017717,-122.3465226,Apartment,Shared room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,2,2015-12-14,2015-12-25,100,10,10,10,10,9,10,2
8919070,46642481,1903,"West Seattle, like Seattle but West",West Seattle,Seattle,WA,98116,47.56137397,-122.3884382,Apartment,Shared room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,4,2015-10-24,2015-11-20,95,10,10,10,10,10,10,1.64
9635943,5493132,2950,Apartment in Capitol Hill,Capitol Hill,Seattle,WA,98102,47.62389536,-122.3256067,Apartment,Shared room,2,1.5,1,1,Pull-out Sofa,f,flexible,f,f,0,,,,,,,,,,
10248139,28883039,3581,Pullout Bed in CAP HILL on Pike St.,Capitol Hill,Seattle,WA,98122,47.61525216,-122.3120005,Apartment,Shared room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,1,2016-01-02,2016-01-02,100,,10,,10,,,1
799882,4129144,382,Spacious Basement Green Lake Room,Other neighborhoods,Seattle,WA,98103,47.6708457,-122.3374666,House,Private room,2,1.5,1,1,Pull-out Sofa,f,flexible,f,f,32,2012-12-02,2015-12-05,96,9,9,10,10,10,10,0.85
2112625,10771753,977,Be a Guest in this Perfect Townhome,Central Area,Seattle,WA,98144,47.59394152,-122.291088,House,Private room,2,1.5,1,1,Pull-out Sofa,f,flexible,f,f,18,2014-01-15,2015-12-21,98,10,10,10,10,9,10,0.75
2898954,8053792,2305,Room & Private Bath near Light Rail,Rainier Valley,Seattle,WA,98144,47.57963608,-122.2934111,House,Private room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,18,2015-08-30,2015-12-21,98,10,10,10,10,10,10,4.22
3604904,6432638,2530,Private Room in Seattle's North End,Other neighborhoods,Seattle,WA,98105,47.66559615,-122.2846684,House,Private room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,45,2014-07-19,2015-10-15,87,9,9,9,9,9,9,2.52
3753645,1135078,2041,Studio Suite in North Seattle,Other neighborhoods,Seattle,WA,98177,47.70304671,-122.3627641,Townhouse,Private room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,0,,,,,,,,,,
5078244,26225259,994,Private room heart of Seattle!,Central Area,Seattle,WA,98122,47.60161607,-122.2943798,Apartment,Private room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,54,2015-04-09,2015-12-25,82,9,7,9,9,9,9,5.98
5738982,11376974,3540,Ideal Location in N. Capitol Hill,Capitol Hill,Seattle,WA,98112,47.62193712,-122.3073303,House,Private room,1,1,1,1,Pull-out Sofa,f,flexible,f,f,0,,,,,,,,,,
7011773,23228606,80,Pull out couch in garage,Ballard,Seattle,WA,98107,47.67011497,-122.3929944,House,Private room,1,1,1,1,Pull-out Sofa,f,flexible,f,f,0,,,,,,,,,,
7202016,37686877,3227,Cute Mid Century near Downtown,Queen Anne,Seattle,WA,98119,47.62620962,-122.3601471,Apartment,Private room,2,1,1,1,Pull-out Sofa,t,flexible,f,f,16,2015-07-19,2016-01-02,95,10,10,10,10,10,10,2.82
7402190,21730644,591,Beautiful and quiet home in Seattle,Central Area,Seattle,WA,98122,47.61110455,-122.2991321,House,Private room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,28,2015-07-20,2015-12-21,96,10,10,10,10,9,10,4.97
7680439,1612983,72,Urban cottage in heart of Ballard,Ballard,Seattle,WA,98107,47.67317538,-122.3822596,House,Private room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,16,2015-08-12,2015-12-20,93,9,10,10,10,10,10,3.29
8150045,17640965,3436,Private Studio near UW & Childrens,Other neighborhoods,Seattle,WA,98105,47.66622534,-122.2767564,House,Private room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,14,2015-09-04,2015-12-20,94,10,10,10,10,10,9,3.41
9217446,47593725,2270,Private Room in House on Light Rail,Rainier Valley,Seattle,WA,98118,47.55195232,-122.2878219,House,Private room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,4,2015-11-10,2015-12-18,100,10,10,10,10,10,10,2.14
9611409,44101586,693,Cozy oasis in vibrant neighborhood,University District,Seattle,WA,98103,47.659933,-122.3214421,Other,Private room,2,1,1,1,Pull-out Sofa,f,flexible,f,f,0,,,,,,,,,,
1589681,681242,2974,Ballard Cottage,Ballard,Seattle,WA,98117,47.67876138,-122.3830886,House,Entire home/apt,2,1,0,1,Pull-out Sofa,f,flexible,f,f,9,2015-09-28,2015-11-28,98,10,10,10,10,10,10,2.73
3992155,8616799,1317,Downtown Seattle Studio - Belltown,Downtown,Seattle,WA,98121,47.61832135,-122.3451376,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,f,flexible,f,f,45,2014-10-11,2015-12-20,98,10,10,10,10,10,9,2.99
4316910,22411484,1043,Cozy Suite ~1 Mile from Seahawks,Central Area,Seattle,WA,98144,47.59127371,-122.3057614,House,Entire home/apt,2,1,0,1,Pull-out Sofa,f,flexible,f,f,18,2015-06-15,2015-10-22,89,9,9,9,9,9,10,2.65
6182715,32069191,2866,Studio in heart of Capitol Hill,Capitol Hill,Seattle,WA,98122,47.61536393,-122.3148309,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,f,flexible,f,f,1,2015-12-14,2015-12-14,100,10,10,10,10,10,10,1
7401854,21730644,597,Quiet and beautiful House,Central Area,Seattle,WA,98122,47.60888015,-122.2987123,House,Entire home/apt,2,1,1,1,Pull-out Sofa,f,flexible,f,f,8,2015-08-21,2015-12-05,94,10,10,9,10,9,9,1.75
7529124,39456755,2404,Bamboo Loft Studio in Mapleleaf,Northgate,Seattle,WA,98115,47.69621747,-122.3157649,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,f,flexible,f,f,20,2015-09-25,2015-12-26,97,10,10,10,10,9,10,5.88
3757858,19196841,851,Share - Geeks Paradise ,Central Area,Seattle,WA,98122,47.60977692,-122.3130001,Apartment,Shared room,2,1,1,1,Real Bed,f,flexible,f,f,15,2014-09-18,2015-10-19,100,10,9,10,10,10,10,0.95
3939683,1243056,334,Lake Union Hacker House - 3FL 2p L,Other neighborhoods,Seattle,WA,98103,47.65093383,-122.3313258,House,Shared room,1,1,1,1,Real Bed,f,flexible,f,f,1,2015-09-19,2015-09-19,100,8,8,8,8,8,10,0.28
4598160,14418694,3409,"Cedar Tree Seattle, private bedroom",Other neighborhoods,Seattle,WA,98103,47.67180987,-122.3504257,Apartment,Shared room,2,1,1,1,Real Bed,t,flexible,f,f,106,2014-12-27,2015-12-20,99,10,10,10,10,10,10,8.5
4664312,24134769,3136,We own chickens!,Other neighborhoods,Seattle,WA,98115,47.6815965,-122.3184026,House,Shared room,2,1,1,2,Real Bed,f,flexible,f,f,3,2015-01-12,2015-10-04,87,10,8,9,10,9,9,0.25
5031285,25971312,1445,Shared Space Main Temple Hondo,Downtown,Seattle,WA,98104,47.59924859,-122.3282427,Other,Shared room,1,2,1,1,Real Bed,t,flexible,f,f,66,2015-05-04,2015-11-27,93,9,9,10,10,9,9,8.05
5031383,25971312,1446,Shared Space Main Temple Hondo 2nd,Downtown,Seattle,WA,98104,47.59931294,-122.3283182,Other,Shared room,1,2,1,1,Real Bed,t,flexible,f,f,19,2015-08-04,2015-12-31,94,10,9,10,10,9,9,3.7
5736082,29745749,1213,Living room in 1 BHK for females,Downtown,Seattle,WA,98121,47.61109043,-122.3481571,Apartment,Shared room,1,1,1,1,Real Bed,f,flexible,f,f,6,2015-05-19,2015-08-31,80,9,9,10,9,10,8,0.78
6278361,2392169,1497,Quiet Nest in Busy Downtown Seattle,Downtown,Seattle,WA,98101,47.60724979,-122.3366708,Apartment,Shared room,2,1,1,2,Real Bed,f,flexible,f,f,34,2015-05-16,2015-12-25,98,10,10,10,10,10,10,4.36
6490091,31668017,1434,Master Bedroom - Private bathroom,Downtown,Seattle,WA,98121,47.61517847,-122.3513248,Apartment,Shared room,2,1,1,1,Real Bed,f,flexible,f,f,1,2015-05-31,2015-05-31,100,8,10,8,10,10,10,0.14
6865696,35976192,3607,Vintage light-filled apartment,Capitol Hill,Seattle,WA,98122,47.6177492,-122.3120063,Apartment,Shared room,3,1,1,2,Real Bed,f,flexible,f,f,0,,,,,,,,,,
7807658,41099211,805,Top Floor Corner Apt-Downtown View,University District,Seattle,WA,98105,47.6604882,-122.3148349,Apartment,Shared room,2,1,1,2,Real Bed,f,flexible,f,f,1,2015-08-16,2015-08-16,,,,,,,,0.21
7984550,1243056,2685,Io Annex (bunk 3L) - SLU walkable,Capitol Hill,Seattle,WA,98102,47.62486044,-122.3210681,House,Shared room,1,1,1,1,Real Bed,f,flexible,f,f,0,,,,,,,,,,
7984738,1243056,2831,Io Annex (bunk 3U) - SLU walkable,Capitol Hill,Seattle,WA,98102,47.62360403,-122.3194374,House,Shared room,1,1,1,1,Real Bed,f,flexible,f,f,0,,,,,,,,,,
7985714,1243056,336,Lake Union Hacker House - 2FL 4p 2U,Other neighborhoods,Seattle,WA,98103,47.65002387,-122.3328031,House,Shared room,1,1,1,1,Real Bed,f,flexible,f,f,1,2015-09-24,2015-09-24,80,8,6,10,8,10,10,0.29
8016309,37720556,1679,Capitol Hill Apartment,Downtown,Seattle,WA,98122,47.60698878,-122.3197009,Apartment,Shared room,2,1,1,1,Real Bed,f,flexible,f,f,16,2015-08-31,2015-12-14,93,10,9,10,10,10,10,3.78
8052307,14316158,2189,420 Cozy couch close to lightrail!,Rainier Valley,Seattle,WA,98118,47.52283446,-122.2739922,Apartment,Shared room,2,1,1,1,Real Bed,f,flexible,f,f,6,2015-08-28,2015-12-07,93,9,9,10,10,9,9,1.38
8212989,31751507,1074,Green Tortoise,Downtown,Seattle,WA,98101,47.60772361,-122.3404758,Dorm,Shared room,8,8,1,8,Real Bed,f,flexible,f,f,3,2015-12-01,2015-12-31,87,9,9,9,9,10,10,2.57
8236094,37103749,1415,Travelers Paradise in Belltown SEA!,Downtown,Seattle,WA,98121,47.61772967,-122.3476853,Apartment,Shared room,4,1,1,2,Real Bed,f,flexible,f,f,2,2015-12-21,2015-12-30,100,10,10,10,10,10,10,2
8541389,43022479,2192,Funky home in Rainier  Beach,Rainier Valley,Seattle,WA,98118,47.52343729,-122.2757548,House,Shared room,2,1,1,1,Real Bed,f,flexible,f,f,0,,,,,,,,,,
8566475,45084253,1924,"Between downtown & SeaTac, Bohemian",Other neighborhoods,Seattle,WA,98108,47.55977856,-122.3236031,Loft,Shared room,4,1,1,1,Real Bed,f,flexible,f,f,0,,,,,,,,,,
8704964,45697001,1155,The All Night Diner Mobile Studio,Cascade,Seattle,WA,98109,47.62547232,-122.3374789,Camper/RV,Shared room,4,1,1,4,Real Bed,t,flexible,f,f,0,,,,,,,,,,
9061439,47267675,2682,SPACIOUS CLEAN LIVING SPACE IN CITY,Capitol Hill,Seattle,WA,98102,47.62290309,-122.3259805,Apartment,Shared room,2,1,1,1,Real Bed,f,flexible,f,f,0,,,,,,,,,,
9474025,22611417,1406,Living Room in the heart of Seattle,Downtown,Seattle,WA,98121,47.61437559,-122.3450427,Apartment,Shared room,1,1,1,1,Real Bed,f,flexible,f,f,0,,,,,,,,,,
9711153,43229398,836,Lovely Cottage; Heart of Seattle.,Central Area,Seattle,WA,98122,47.6124754,-122.308582,Apartment,Shared room,1,1,1,1,Real Bed,f,flexible,f,f,6,2015-12-04,2015-12-22,97,10,10,10,10,10,10,5.62
9727857,50201633,2901,Ideal Location + Bike - (Top Bunk),Capitol Hill,Seattle,WA,98122,47.61485057,-122.3243035,Apartment,Shared room,1,1,1,1,Real Bed,t,flexible,f,f,3,2015-12-21,2015-12-25,100,10,10,10,10,10,10,3
9970805,807116,2819,Spacious shared space in Capitol Hl,Capitol Hill,Seattle,WA,98102,47.62033254,-122.3162037,Apartment,Shared room,6,1,1,3,Real Bed,f,flexible,f,f,1,2015-12-28,2015-12-28,100,10,10,10,10,10,10,1
10012724,50201633,2700,Ideal Location + Bike - (Bttm Bunk),Capitol Hill,Seattle,WA,98122,47.61485288,-122.3239921,Apartment,Shared room,1,1,1,1,Real Bed,f,flexible,f,f,2,2015-12-22,2015-12-25,100,10,10,10,10,10,10,2
136480,539515,2334,Bright Cheery Room in Seattle House,Seward Park,Seattle,WA,98118,47.55508435,-122.2645533,House,Private room,2,1,1,1,Real Bed,f,flexible,f,f,34,2013-07-08,2015-10-16,95,10,10,10,10,9,10,1.12
149489,586610,3042,Quiet room in Northeast Seattle,Lake City,Seattle,WA,98125,47.705059,-122.2809825,House,Private room,2,2,1,1,Real Bed,f,flexible,f,f,0,,,,,,,,,,
170469,756099,3064,Private Bed & Bath in Ballard,Ballard,Seattle,WA,98117,47.67860547,-122.3740456,Townhouse,Private room,2,1,1,1,Real Bed,f,flexible,f,f,0,,,,,,,,,,
182716,181621,329,Quiet Room Near UW & Green Lake,Other neighborhoods,Seattle,WA,98103,47.6666711,-122.3326017,House,Private room,2,1,1,1,Real Bed,f,flexible,t,t,63,2011-08-05,2015-10-26,99,10,10,10,10,10,10,1.17
210316,2438665,1830,"""THE 5-STAR HOUSE"" ",Other neighborhoods,Seattle,WA,98117,47.69989837,-122.3661418,Bed & Breakfast,Private room,2,4.5,1,4,Real Bed,t,flexible,t,t,22,2014-06-09,2015-12-07,91,9,9,10,10,9,9,1.15
233502,1215564,1787,West Seattle room with private bath,West Seattle,Seattle,WA,98126,47.57326556,-122.3743612,House,Private room,4,1,1,2,Real Bed,f,flexible,f,f,1,2012-06-06,2012-06-06,90,6,8,10,10,10,10,0.02
392140,3313235,2102,Fantastic View! Close to Light Rail,Beacon Hill,Seattle,WA,98144,47.58513027,-122.3152614,House,Private room,2,1,1,1,Real Bed,f,flexible,f,f,137,2012-05-06,2015-12-07,97,10,9,10,10,9,9,3.07
456040,798892,344, Walking distance to Greenlake.,Other neighborhoods,Seattle,WA,98103,47.66947906,-122.3294415,House,Private room,2,1,1,1,Real Bed,f,flexible,t,t,207,2012-05-17,2015-12-09,96,10,10,10,10,10,10,4.68
458186,50893,2800,The Tree Room with King-Sized Bed ,Capitol Hill,Seattle,WA,98102,47.62340995,-122.3191905,House,Private room,2,2,1,1,Real Bed,f,flexible,t,t,14,2012-05-29,2015-03-13,95,9,9,9,10,10,10,0.32
458189,50893,2872,Pure Space  - The Modern Room ,Capitol Hill,Seattle,WA,98102,47.62398244,-122.3203742,House,Private room,2,2,1,1,Real Bed,f,flexible,t,t,14,2013-02-26,2015-03-08,99,9,10,10,9,10,9,0.4
458191,50893,2640,PureSpace- Sunshine Room,Capitol Hill,Seattle,WA,98102,47.62383113,-122.3193042,House,Private room,2,2,1,1,Real Bed,f,flexible,t,t,11,2013-08-07,2015-03-13,100,10,10,10,10,10,10,0.37
458197,50893,2798,PureSpace- Slumber Party Room ,Capitol Hill,Seattle,WA,98102,47.62491524,-122.3197293,House,Private room,2,2,1,2,Real Bed,f,flexible,t,t,7,2012-05-29,2014-09-08,83,9,9,10,9,9,9,0.16
493591,2438665,1848,"""THE 5-STAR  HOUSE""",Other neighborhoods,Seattle,WA,98117,47.7029544,-122.3686115,Bed & Breakfast,Private room,2,3.5,1,3,Real Bed,t,flexible,t,t,74,2012-06-19,2016-01-01,97,10,10,10,10,9,10,1.71
522287,2569008,349,1911 House in Wallingford/Fremont,Other neighborhoods,Seattle,WA,98103,47.65098656,-122.3417048,House,Private room,3,1,1,3,Real Bed,f,flexible,t,t,203,2012-06-18,2015-12-14,95,9,10,10,10,10,9,4.7
566435,2438665,1837,"""THE 5-STAR HOUSE"" ",Other neighborhoods,Seattle,WA,98117,47.70155129,-122.3665113,House,Private room,2,3.5,1,1,Real Bed,t,flexible,t,t,37,2012-09-04,2015-09-07,95,9,10,10,10,9,9,0.91
609252,3018655,1962,Sans souci in Seattle,Other neighborhoods,Seattle,WA,98117,47.69861296,-122.3634424,House,Private room,4,,1,,Real Bed,f,flexible,f,f,0,,,,,,,,,,
649243,2308816,3664,Room in Seattle's Fremont area,Other neighborhoods,Seattle,WA,98107,47.65587211,-122.3568839,House,Private room,2,3,1,1,Real Bed,f,flexible,f,f,144,2012-09-11,2015-09-26,95,10,10,10,10,10,9,3.57
699596,3543180,2923,Comfy Private Oasis on Capitol Hill,Capitol Hill,Seattle,WA,98122,47.61520034,-122.3138605,House,Private room,2,1,1,1,Real Bed,f,flexible,f,f,136,2012-09-26,2015-09-07,97,10,10,10,10,10,10,3.41
716829,62386,1976,Shack in the back in Seattle,Other neighborhoods,Seattle,WA,98103,47.69941938,-122.3483125,Chalet,Private room,1,,1,1,Real Bed,f,flexible,f,f,1,2013-04-26,2013-04-26,71,10,6,6,4,8,8,0.03
745099,3907188,2718,Beautiful & Central in High End St.,Capitol Hill,Seattle,WA,98102,47.62824409,-122.3190871,House,Private room,1,,1,1,Real Bed,f,flexible,f,f,0,,,,,,,,,,
783061,4129144,538, Comfortable Green Lake Home Base,Other neighborhoods,Seattle,WA,98103,47.6703066,-122.3390952,House,Private room,2,1.5,1,1,Real Bed,f,flexible,f,f,34,2012-11-30,2015-11-23,97,10,9,10,10,10,10,0.9
797358,4199445,2315,Cozy Old House Near City Center,Rainier Valley,Seattle,WA,98144,47.57124346,-122.2907883,House,Private room,2,1,1,1,Real Bed,f,flexible,f,f,67,2014-10-22,2015-12-15,99,10,10,10,10,9,10,4.57
877203,287172,1018,In Jimi Hendrix's neighborhood 2,Central Area,Seattle,WA,98144,47.60026601,-122.2998674,House,Private room,2,1.5,1,2,Real Bed,f,flexible,f,f,27,2013-03-28,2015-12-16,93,9,9,9,9,8,9,0.8
879181,287172,1060,In Jimi Hendrix's neighborhood 3,Central Area,Seattle,WA,98144,47.60051049,-122.301994,House,Private room,2,1.5,1,1,Real Bed,t,flexible,f,f,31,2013-01-20,2015-11-28,95,10,9,10,9,9,9,0.86
888967,4405122,184,Spacious Room in Zero-Energy House,Ballard,Seattle,WA,98107,47.67167956,-122.3653898,House,Private room,2,1,1,1,Real Bed,f,flexible,t,t,72,2013-03-31,2015-12-01,99,10,10,10,10,10,10,2.14
1009838,923095,2287,Private room in Seattle,Rainier Valley,Seattle,WA,98118,47.56947326,-122.2801065,House,Private room,3,1,1,1,Real Bed,f,flexible,f,f,56,2013-06-17,2015-09-21,90,9,9,10,10,9,9,1.8
1012003,5567436,2564, Capitol Hill Gem in Great Location,Capitol Hill,Seattle,WA,98102,47.63975661,-122.3222516,Apartment,Private room,4,1,1,2,Real Bed,f,flexible,f,f,12,2013-05-07,2015-08-25,98,10,10,10,10,10,10,0.37
1090307,1722314,502,Private room and bath in Greenlake,Other neighborhoods,Seattle,WA,98115,47.67701505,-122.3308477,House,Private room,2,1,1,1,Real Bed,f,flexible,t,t,81,2013-05-02,2015-10-05,98,10,10,10,10,10,10,2.48
1142039,225830,3030,Secluded Setting in North Seattle,Lake City,Seattle,WA,98115,47.7012206,-122.3081497,House,Private room,1,1,1,1,Real Bed,f,flexible,f,f,20,2014-10-13,2015-11-17,95,9,9,10,10,9,9,1.34
1171574,4485958,964,Private Entrance and Central,Central Area,Seattle,WA,98122,47.60781103,-122.2957674,House,Private room,2,1,1,1,Real Bed,f,flexible,f,f,158,2013-06-08,2016-01-01,98,10,10,10,10,9,10,5.04
