id,name,host_since,host_listings_count,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified
3630696,Bryon,2012-09-20,1,"Seattle, Washington, United States",within a day,0.8,1,t,t,t
3636326,Sheila,2012-09-21,2,"Seattle, Washington, United States",within an hour,1,,f,t,t
3638194,Johannes And Maria,2012-09-21,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
3644622,Bridget,2012-09-22,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
3650148,Allison,2012-09-23,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
3650951,Candace,2012-09-23,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
3656709,Bryan & Mark,2012-09-24,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
3675357,Tricia,2012-09-25,1,"Seattle, Washington, United States",N/A,,,f,t,t
3676438,Dan,2012-09-25,1,"Seattle, Washington, United States",within a few hours,1,,f,t,t
3681393,Ryan,2012-09-26,2,"Seattle, Washington, United States",within a day,0.88,1,f,t,f
3686989,Alyson,2012-09-26,1,"Seattle, Washington, United States",N/A,,,f,t,f
3695109,John & Sarah,2012-09-27,1,"Seattle, Washington, United States",a few days or more,0.33,1,t,t,f
3712110,Sheeba,2012-09-29,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
3731681,Cameron,2012-10-02,2,"Seattle, Washington, United States",within a day,1,1,f,t,t
3737272,Cheryl & Steve,2012-10-02,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
3740080,Ted & Lisa,2012-10-02,1,"West Seattle, Washington",within an hour,1,1,t,t,t
3740695,Bamboo,2012-10-02,2,Seattle WA,within an hour,1,,f,t,f
3751963,Alan & Katence,2012-10-03,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
3752499,Donna,2012-10-04,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
3761409,Julianne,2012-10-04,1,"Addison, Texas, United States",N/A,,,f,t,f
3768176,Erin,2012-10-05,1,"Seattle, Washington, United States",within a day,1,,f,t,t
3781927,Katharine,2012-10-06,1,"Seattle, Washington, United States",N/A,,,f,t,t
3787979,Cathy,2012-10-07,2,"Seattle, Washington, United States",within an hour,1,1,f,t,f
3792761,Kimberly,2012-10-07,5,"Seattle, Washington, United States",within an hour,1,1,f,t,t
3819432,Jane,2012-10-09,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
3830187,Meg,2012-10-10,1,"Seattle, Washington, United States",N/A,,,f,t,f
3839959,Jayson,2012-10-11,1,"Seattle, Washington, United States",within a day,0.86,1,f,t,t
3844024,Holly,2012-10-12,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
3894778,Summer,2012-10-16,2,"Seattle, Washington, United States",within a day,0.75,1,t,t,t
3896863,Susanna And Ricki,2012-10-17,2,"Seattle, Washington, United States",within a few hours,0.53,1,f,t,t
3903203,Chad,2012-10-17,1,"Seattle, Washington, United States",N/A,,,f,t,t
3904755,"Heather, Mike & Eleni",2012-10-17,2,"Seattle, Washington, United States",within an hour,1,,t,t,t
3906464,Amy,2012-10-17,2,"New York, New York, United States",within a few hours,1,1,f,t,f
3907188,Julio,2012-10-18,1,"Seattle, Washington, United States",N/A,,,f,t,t
3921530,Ann Petrich,2012-10-19,3,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
3929874,Jennie,2012-10-20,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
3932149,Amy,2012-10-20,1,"Seattle, Washington, United States",within an hour,0.88,1,f,t,t
3939559,Allegra,2012-10-21,1,"Seattle, Washington, United States",N/A,,,f,t,t
3948039,Christine,2012-10-22,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
3954802,Omar,2012-10-23,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
3969704,Anna,2012-10-25,1,"Seattle, Washington, United States",N/A,,1,t,t,t
3973228,Sarah And Luke,2012-10-25,1,"Seattle, Washington, United States",N/A,,,f,t,t
3975133,Sam,2015-09-20,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
3976886,Barbara,2012-10-25,2,"Seattle, Washington, United States",within a day,1,1,f,t,t
3979528,Amelia & Foxy,2012-10-26,5,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
3991908,Becky,2012-10-27,1,"Seattle, Washington, United States",within a few hours,0.9,1,t,t,t
3997252,Amy,2012-10-28,1,"Seattle, Washington, United States",within a day,0.6,1,t,t,f
4006201,Brian,2012-10-29,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
4016632,Jean-Marc,2012-10-30,5,"Seattle, Washington, United States",within an hour,1,1,t,t,t
4041295,Joel,2012-11-02,1,"Seattle, Washington, United States",within a few hours,0.8,1,f,t,t
4047435,"Sue (Joe, Brody & Charlie)",2012-11-03,1,"Seattle, Washington, United States",within a day,1,,f,t,f
4057441,Kt,2012-11-04,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
4071088,David,2012-11-05,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
4105278,Cole,2012-11-09,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
4111150,Jake,2012-11-10,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
4122018,Lynne,2012-11-11,3,"Seattle, Washington, United States",within an hour,1,,f,t,t
4129144,Lisa,2012-11-12,2,"Seattle, Washington, United States",within a day,1,1,t,t,t
4133860,Pam & Manu,2012-11-12,2,"Seattle, Washington, United States",a few days or more,0.33,,f,t,f
4133943,Jill,2012-11-12,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
4142902,Heath,2012-11-13,1,US,within a few hours,1,1,f,t,f
4143171,Christina,2012-11-13,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
4152568,Barrie,2012-11-14,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
4154214,Sedora,2012-11-14,1,"Seattle, Washington, United States",N/A,,,f,t,f
4160438,Evan,2012-11-15,3,"San Diego, California, United States",within a few hours,1,1,t,t,t
4181120,Candace,2012-11-18,1,Luxembourg,within a few hours,1,1,f,t,t
4181260,Joe,2012-11-18,2,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
4183116,Nilda,2012-11-18,2,DZ,within an hour,1,1,f,t,f
4184301,Allison,2012-11-18,1,"Seattle, Washington, United States",N/A,,,t,t,t
4186078,Trung,2012-11-18,1,US,within a few hours,1,1,f,t,t
4186082,Trung,2012-11-18,1,US,N/A,,,f,t,f
4193438,Alex,2012-11-19,1,"Seattle, Washington, United States",N/A,,,f,t,t
4194079,Lisa,2012-11-19,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
4196404,Troy & Maria,2012-11-20,1,US,N/A,,,f,t,f
4199445,Liam,2012-11-20,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
4252500,Max,2012-11-26,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
4255498,Tracey,2012-11-26,2,"Seattle, Washington, United States",within a day,0.92,1,f,t,t
4283892,Len,2012-11-29,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
4299635,Robin,2012-12-02,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
4308027,Trang,2012-12-02,3,"Seattle, Washington, United States",within an hour,1,1,f,t,t
4328101,Joe,2012-12-05,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
4335914,Chasten,2012-12-05,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
4342525,Eric,2012-12-06,1,"Seattle, Washington, United States",N/A,,,f,t,t
4343945,Megan,2015-06-25,1,"Seattle, Washington, United States",within a day,0.67,1,f,t,t
4349190,Rachel & Jon,2012-12-07,2,"Seattle, Washington, United States",within a few hours,0.9,1,f,t,t
4351330,Terry,2012-12-07,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
4359532,Roseanne,2012-12-09,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
4366731,Jenny,2012-12-09,1,"Seattle, Washington, United States",within a day,0.67,1,f,t,t
4400148,David,2012-12-13,1,"Seattle, Washington, United States",within a day,1,,t,t,t
4405122,Eric,2012-12-14,2,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
4411144,Emma,2012-12-15,9,"Seattle, Washington, United States",within a day,0.63,1,f,t,t
4431710,Alex,2012-12-18,1,"Seattle, Washington, United States",N/A,,,f,t,t
4433456,Whitney,2012-12-18,1,"Seattle, Washington, United States",N/A,,,f,t,f
4448620,Moon,2012-12-20,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
4485033,Hamlin,2012-12-25,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
4485958,Phil,2012-12-25,2,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
4500127,Michael Joseph,2012-12-26,3,"Seattle, Washington, United States",a few days or more,0.4,1,f,t,f
4532827,Dani,2012-12-30,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
4540636,Tri,2012-12-31,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
4570545,Tony,2013-01-03,1,"Seattle, Washington, United States",within an hour,1,1,f,t,f
4606439,Nadia,2013-01-06,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
4608651,Maureen,2013-01-06,1,"Seattle, Washington, United States",within a few hours,1,,f,t,t
4610250,Elyse And Earl,2013-01-06,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
4630668,Kate & Danny,2013-01-08,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
4631742,Natalie,2013-01-08,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
4634468,Amy,2013-01-08,1,"Seattle, Washington, United States",N/A,,,f,t,t
4655433,Adam,2013-01-10,1,"Seattle, Washington, United States",within an hour,1,,f,t,f
4660603,David,2013-01-10,1,"Seattle, Washington, United States",N/A,,,f,t,f
4678869,Errin,2013-01-12,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
4694909,Kevin,2013-01-14,1,"Bellevue, Washington, United States",N/A,,,f,t,t
4705328,Lisa,2013-01-14,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
4716190,Timothy,2013-01-15,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
4726215,Al,2013-01-16,3,"Sammamish, Washington, United States",within a few hours,1,1,t,t,t
4729705,Rob And Carol,2013-01-16,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
4730169,Magic,2013-01-16,2,"Seattle, Washington, United States",within a day,1,,f,t,t
4746283,Nadine,2013-01-17,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
4793121,Lauren,2013-01-21,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
4807375,Jayne,2013-01-22,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
4810767,Joshua,2013-01-22,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
4855968,Emily,2013-01-26,1,"Seattle, Washington, United States",within a day,1,1,t,t,t
4873557,Beth,2013-01-27,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
4874276,Sarah,2013-01-28,5,"Seattle, Washington, United States",within an hour,1,1,f,t,t
4901731,Joachim,2013-01-30,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
4930653,Pablo,2013-02-01,1,"Seattle, Washington, United States",N/A,,,f,t,t
4933168,Jeff,2013-02-01,2,"Seattle, Washington, United States",within a day,0.8,1,f,t,t
4944541,Nick,2013-02-03,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
4950263,Charles,2013-02-03,3,"Seattle, Washington, United States",within a day,1,,f,t,t
4955103,Jim & Judy,2013-02-03,2,"Seattle, Washington, United States",within an hour,1,,f,t,t
4962900,Jordan,2013-02-04,169,"Spokane, Washington, United States",within an hour,0.99,1,f,t,t
4970133,Paula,2013-02-05,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,f
4993638,Freddie,2013-02-06,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
4994370,Riani,2013-02-06,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5008607,Timothy,2013-02-07,1,"Seattle, Washington, United States",N/A,,,f,t,f
5011779,Karin,2013-02-08,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5014920,Jeff,2013-02-08,1,"Seattle, Washington, United States",N/A,,,f,t,t
5029583,Kate,2013-02-09,1,"Vashon Island, Seattle, WA",within a day,1,1,f,t,f
5038407,Rebecca,2013-02-10,1,"Seattle, Washington, United States",within a day,0.6,1,f,t,t
5040298,Bev,2013-02-10,1,"Seattle, Washington, United States",N/A,,,f,t,t
5040711,Steve,2013-02-10,1,"Seattle, Washington, United States",N/A,,,f,t,t
5049037,Wendy,2013-02-11,1,"Seattle, Washington, United States",within a few hours,0.86,1,f,t,t
5062312,Sriharsha,2013-02-12,1,"Seattle, Washington, United States",N/A,,,f,t,f
5067360,Wendy,2013-02-12,2,"Seattle, Washington, United States",a few days or more,0.33,1,f,t,t
5072241,Jennifer,2013-02-13,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
5079733,Eula & Marvin,2013-02-13,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5090190,Rochelle,2013-02-14,2,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
5091410,Mumtaz,2015-06-11,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
5091846,Devin,2013-02-15,1,"Seattle, Washington, United States",N/A,,,t,t,t
5098788,Courtney & Adam,2013-02-15,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
5124845,Nathan,2013-02-17,1,"Seattle, Washington, United States",N/A,,,f,t,t
5137566,Bonnie,2013-02-18,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5164455,Matan,2013-02-20,2,US,within a few hours,1,1,f,t,f
5177328,Andrea,2013-02-21,6,"Seattle, Washington, United States",within an hour,0.98,1,t,t,t
5203265,Kelli,2013-02-24,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5214978,Bruce & Shannon,2013-02-24,1,"Seattle, Washington, United States",within a day,1,1,t,t,t
5215312,Caroline,2013-02-24,1,"Seattle, Washington, United States",N/A,,,f,t,t
5222362,Joe,2013-02-25,1,"Seattle, Washington, United States",within a day,1,,f,t,f
5241841,Viola,2013-02-26,1,"New York, New York, United States",within a few hours,1,1,f,t,t
5246897,Tom,2013-02-27,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5260336,Jennifer,2013-02-28,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5267359,Marshall,2013-02-28,3,"Seattle, Washington, United States",within an hour,0.9,1,f,t,t
5269812,Rachel,2013-02-28,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5275075,Andrew,2013-03-01,1,"Seattle, Washington, United States",within a day,0.75,1,f,t,t
5282519,Elizabeth,2013-03-01,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5295850,Kelsey,2013-03-03,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
5304351,Joe,2013-03-03,1,"Seattle, Washington, United States",N/A,,,t,t,t
5312600,Rainer,2013-03-04,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
5320481,Cynthia,2013-03-04,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5325329,Blair,2013-03-04,9,"Seattle, Washington, United States",within a few hours,0.97,1,f,t,t
5325813,Greg,2013-03-04,2,"Seattle, Washington, United States",within an hour,1,1,f,t,f
5326074,Mckinzy,2013-03-04,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5333441,Katie,2013-03-05,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5365080,Jessica,2013-03-07,1,"Seattle, Washington, United States",N/A,,,f,t,t
5371112,Donghwan,2013-03-08,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
5387574,Sara,2013-03-09,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
5388825,Jordan,2015-03-18,1,"Seattle, Washington, United States",N/A,,,f,t,f
5407579,Gina,2013-03-10,1,"Vashon, Washington, United States",within a few hours,1,1,t,t,t
5420191,Honora,2013-03-11,1,Seattle WA and Portland OR,within a few hours,1,1,f,t,t
5425175,Nina,2013-03-12,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
5435488,Valerie,2013-03-12,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5463707,Gilad,2013-03-14,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5468524,Tom,2013-03-14,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5468952,Jennifer,2013-03-15,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5474268,Maya,2013-03-15,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5486919,Nicole,2013-03-16,1,"Seattle, Washington, United States",within a few hours,0.86,1,f,t,f
5486995,Tayyab,2013-03-16,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
5493132,Karim,2013-03-17,1,"Seattle, Washington, United States",within an hour,0.71,1,f,t,t
5506237,Michelle,2013-03-17,3,"Seattle, Washington, United States",within an hour,1,1,f,t,f
5507055,Lori & Rob,2013-03-17,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5525120,Esther,2013-03-19,1,"Seattle, WA, United States",N/A,,,f,t,f
5525234,Ellwood,2013-03-19,1,"Seattle, Washington, United States",N/A,,,t,t,t
5544855,Ania,2013-03-20,1,US,within an hour,1,1,f,t,t
5548892,Chris,2013-03-20,1,"Seattle, Washington, United States",within an hour,1,,t,t,f
5551020,Benjamin,2013-03-20,1,"Seattle, Washington, United States",N/A,,,f,t,t
5567436,Larry & Suzi,2013-03-21,1,"Seattle, Washington, United States",N/A,,,f,t,f
5570496,Jackie,2013-03-22,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5570855,Marian,2013-03-22,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5589030,Daniel,2013-03-23,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5630551,Chloe,2013-03-26,1,"Seattle, Washington, United States",N/A,,,f,t,t
5635244,Shannon,2013-03-26,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
5656763,Elizabeth,2013-03-27,1,"Seattle, Washington, United States",within a day,0.88,1,t,t,t
5658605,Schuyler,2013-03-27,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5662531,Katie,2013-03-28,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5679192,Ryan,2013-03-29,1,US,within a day,1,1,f,t,f
5680459,Micah,2013-03-29,1,FR,N/A,,,f,t,f
5681275,Sauhard,2013-03-29,1,"Seattle, Washington, United States",a few days or more,0.33,1,f,t,f
5707983,Kimberly,2013-03-31,1,"Seattle, Washington, United States",N/A,,,t,t,t
5720753,Nick,2013-04-01,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5721704,Martin,2013-04-01,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
5724883,Lillian,2013-04-01,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5730719,Jeffery,2013-04-02,3,"San Diego, California, United States",within an hour,1,1,t,t,t
5736221,Lene & Johnny,2013-04-02,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5744697,Farah,2013-04-03,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5774906,Carter,2013-04-04,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
5776729,Ballard Odd Fellows,2013-04-04,1,"Seattle, Washington, United States",within an hour,0.9,1,t,t,t
5779421,Kevin,2013-04-05,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5787050,Jonathan & Tamara,2013-04-05,3,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
5790470,Francesco,2013-04-05,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5791843,Ashley,2013-04-05,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5804983,Ken,2013-04-07,1,"Seattle, Washington, United States",N/A,,,f,t,t
5806502,Jordan,2013-04-07,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5820099,Forest And Andy,2013-04-07,7,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5836283,Hande,2013-04-08,1,"Seattle, Washington, United States",N/A,,,f,t,t
5856339,Annie,2013-04-10,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5872109,Nash,2013-04-10,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5872728,Ben,2013-04-11,1,"Seattle, Washington, United States",N/A,,,f,t,t
5884790,Jed,2013-04-11,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5887608,Ryan & Taylor,2013-04-12,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
5889695,Karim,2013-04-12,1,"Cambridge, Massachusetts, United States",N/A,,,f,t,f
5894733,Anna,2013-04-12,1,"Seattle, Washington, United States",within a few hours,0.67,,f,t,t
5908266,Sarah,2013-04-13,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5934694,Hannah,2013-04-15,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5941255,Seattle Unique Loft,2013-04-15,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
5946086,Laura,2013-04-16,1,"Seattle, Washington, United States",within a few hours,0.9,1,f,t,f
5976789,Toby,2013-04-17,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
5976835,Susannah,2013-04-17,1,US,within a day,0.5,1,f,t,f
5992456,Hannah,2013-04-18,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
6031552,Jeanie,2013-04-21,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
6033000,Logan,2013-04-21,3,"Seattle, Washington, United States",within an hour,1,1,f,t,f
6034195,Andree,2013-04-22,1,"Seattle, Washington, United States",within a day,0.9,1,f,t,t
6046471,Erika,2013-04-22,2,"Seattle, Washington, United States",within an hour,1,1,f,t,f
6047879,Elizabeth,2013-04-22,1,"Seattle, Washington, United States",within an hour,0.9,1,f,t,t
6057750,Stephen & Cindy,2013-04-23,1,"Seattle, Washington, United States",within a day,1,1,t,t,t
6074466,Annika,2013-04-24,1,"Seattle, Washington, United States",within a few hours,1,,f,t,f
6082692,Owen,2013-04-24,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
6092148,Christo,2013-04-25,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
6097842,Brittain,2013-04-26,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
6117728,Malory,2013-04-27,1,"Seattle, Washington, United States",within a day,1,,f,t,t
6120181,Suzanne And Craig,2013-04-27,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
6136210,Nicole,2013-04-28,1,"Seattle, Washington, United States",N/A,,,f,t,t
6137030,Jasmine,2013-04-28,2,"Seattle, Washington, United States",within a few hours,0.93,1,f,t,t
6146718,Laine,2013-04-29,1,"Los Angeles, California, United States",within a day,0.67,1,f,t,t
6152910,Christy,2013-04-29,2,"Seattle, Washington, United States",within an hour,1,1,t,t,t
6162459,Jessica,2013-04-30,1,"Seattle, Washington, United States",N/A,,,f,t,t
6162826,Jenna,2013-04-30,1,"Seattle, Washington, United States",within a day,1,1,f,t,f
6170760,Sam,2013-04-30,1,"Seattle, Washington, United States",N/A,,,f,t,t
6179918,Syed,2013-05-01,1,"Seattle, Washington, United States",N/A,,,f,t,t
6184895,Lana,2013-05-01,1,"Seattle, Washington, United States",within an hour,0.71,1,f,t,t
6218633,Tanya,2013-05-04,2,"Seattle, Washington, United States",within a day,1,1,t,t,t
6223513,Siri,2013-05-04,3,"Seattle, Washington, United States",within a day,1,,f,t,t
6278931,Jessie Rey & Maketa,2013-05-07,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
6281824,Jessica,2013-05-08,1,"Seattle, Washington, United States",within a day,0.67,1,f,t,t
6288119,Bretton,2013-05-08,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
6291476,Camilla,2013-05-08,1,"Seattle, Washington, United States",within a few hours,0.88,1,f,t,t
6296335,Fleur,2013-05-08,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
6305984,Sarah,2013-05-09,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,f
6307839,Vincent,2013-05-09,1,"Seattle, Washington, United States",within a day,1,,f,t,t
6327925,Marco,2013-05-10,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
6349747,Joanne And Jeffrey,2013-05-12,1,"Seattle, Washington, United States",within an hour,0.9,1,t,t,t
6350194,Raven,2013-05-12,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
6358721,Geraldine,2013-05-13,1,"Seattle, Washington, United States",N/A,,,f,t,t
6367857,Dan,2013-05-13,1,"Seattle, Washington, United States",within an hour,1,,f,t,t
6372203,Darcy,2013-05-13,7,"Seattle, Washington, United States",within a few hours,0.99,1,f,t,t
6374498,Bob,2013-05-13,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
6393323,Thomas And Leona,2013-05-14,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
6397518,Sean,2013-05-14,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
6407320,Varun,2013-05-15,4,"Seattle, Washington, United States",within an hour,1,1,f,t,t
6421859,Rosemary,2013-05-16,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
6428916,Javier & Yeon,2013-05-16,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
6431924,Shawn & Lakshmi,2013-05-16,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
6432543,Jenny,2013-05-16,1,US,N/A,,,f,t,t
6432638,Ari,2013-05-16,1,"Seattle, Washington, United States",within a day,0.6,1,f,t,t
6433045,Genjo,2013-05-17,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
6453002,Shontina,2013-05-18,1,"Seattle, Washington, United States",within a few hours,0.67,1,f,t,f
6458694,Mary,2013-05-18,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,f
6494908,Melissa,2013-05-21,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
6506114,Andy,2013-05-21,2,"Seattle, Washington, United States",within a day,1,,f,t,t
6530057,Chelsea,2013-05-22,1,"Seattle, Washington, United States",within an hour,1,1,t,t,t
6531875,Rich,2013-05-22,3,"Seattle, Washington, United States",within an hour,1,1,f,t,t
6533205,Lauren,2013-05-23,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
6544973,Joe & Anna,2013-05-23,1,"Seattle, Washington, United States",within a day,0.5,,f,t,t
6549712,"Dana, Jack And Nolan",2013-05-24,1,"Seattle, Washington, United States",within a few hours,1,,t,t,t
6561632,Liza,2013-05-24,2,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
6565884,Katie,2013-05-25,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
6568374,Bryan,2013-05-25,1,"Seattle, Washington, United States",within a few hours,1,1,f,t,t
6569937,Glenn,2013-05-25,1,"Seattle, Washington, United States",within a day,0.75,1,f,t,f
6576807,Karen,2013-05-26,1,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
6577391,Sung Joon,2013-05-26,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
6584748,Sean,2013-05-26,2,"Seattle, Washington, United States",within a few hours,1,1,t,t,t
6590511,Joy,2013-05-26,2,"Seattle, Washington, United States",within an hour,1,1,f,t,t
6592975,Huong And Bill,2013-05-27,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
6601753,Isabel,2013-05-27,1,"Seattle, Washington, United States",within an hour,0.88,1,f,t,t
6614779,Alex,2013-05-28,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
6618367,Desert,2013-05-28,1,"Seattle, Washington, United States",within a day,1,1,f,t,t
6622693,Teresa,2013-05-28,1,"Seattle, Washington, United States",within an hour,0.9,1,f,t,f
6645401,Jess,2013-05-29,1,"Seattle, Washington, United States",within an hour,1,1,f,t,t
